date,restaurant_id,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-10-21,R0003,sunny,14.2,0,299,70,229,15.69,4692.59,55.86,745.88,84.0,0.1589
2024-10-21,R0028,cloudy,17.2,0,225,58,167,10.55,2373.63,26.4,316.78,89.92,0.1335
2024-10-21,R0032,cloudy,13.6,1,313,95,218,12.07,3777.72,52.27,650.09,72.27,0.1721
2024-10-21,R0011,cloudy,4.4,0,422,139,283,12.34,5208.93,94.56,1694.51,55.09,0.3253
2024-10-21,R0027,cloudy,14.3,0,160,43,117,11.23,1796.35,17.77,269.21,101.08,0.1499
2024-10-21,R0002,sunny,4.9,0,230,93,137,15.4,3542.56,40.13,536.44,88.28,0.1514
2024-10-21,R0023,rainy,8.6,0,226,33,193,15.79,3568.08,35.34,579.35,100.96,0.1624
2024-10-21,R0052,cloudy,6.2,0,105,24,81,15.96,1675.92,26.49,440.67,63.27,0.2629
2024-10-21,R0056,rainy,16.8,0,167,18,149,11.98,2001.08,25.49,327.97,78.51,0.1639
2024-10-21,R0048,cloudy,18.5,0,92,32,60,13.81,1270.17,16.84,249.85,75.41,0.1967
2024-10-21,R0040,cloudy,11.6,0,302,94,208,13.14,3967.51,51.58,971.92,76.92,0.245
2024-10-21,R0022,rainy,11.8,0,121,34,87,17.32,2095.62,31.98,476.54,65.53,0.2274
2024-10-21,R0060,rainy,5.4,0,226,49,177,7.92,1789.44,29.11,446.36,61.47,0.2494
2024-10-21,R0039,cloudy,10.0,0,271,66,205,9.78,2650.89,37.09,577.78,71.47,0.218
2024-10-21,R0016,cloudy,8.5,0,131,37,94,15.93,2086.44,32.68,468.19,63.84,0.2244
2024-10-21,R0041,rainy,12.4,0,187,50,137,14.22,2659.07,35.98,460.14,73.91,0.173
2024-10-21,R0038,cloudy,6.0,0,93,21,72,14.12,1313.48,22.56,302.08,58.23,0.23
2024-10-21,R0059,cloudy,14.5,0,225,48,177,13.81,3106.45,38.81,715.22,80.04,0.2302
2024-10-21,R0012,cloudy,9.4,0,185,49,136,15.48,2864.1,31.81,549.69,90.02,0.1919
2024-10-21,R0049,cloudy,2.9,0,213,14,199,12.43,2647.51,37.48,613.84,70.65,0.2319
2024-10-21,R0058,cloudy,11.5,0,326,106,220,14.78,4817.06,65.32,1023.27,73.75,0.2124
2024-10-21,R0001,cloudy,10.6,0,237,40,197,16.74,3967.54,52.21,626.49,76.0,0.1579
2024-10-21,R0046,cloudy,9.8,0,309,97,212,9.12,2816.7,33.52,488.67,84.04,0.1735
2024-10-21,R0050,sunny,14.9,0,238,101,137,13.81,3287.64,29.59,451.45,111.11,0.1373
2024-10-21,R0042,sunny,14.3,1,437,89,348,20.1,8783.48,120.75,1614.06,72.74,0.1838
2024-10-21,R0014,sunny,16.0,0,182,33,149,14.27,2596.26,34.02,585.96,76.32,0.2257
2024-10-21,R0037,sunny,22.0,0,222,62,160,13.38,2970.25,28.82,548.15,103.06,0.1845
2024-10-21,R0018,sunny,9.6,1,160,44,116,9.58,1533.41,16.42,213.63,93.36,0.1393
2024-10-21,R0035,rainy,21.5,0,111,29,82,18.24,2024.11,24.56,486.47,82.42,0.2403
2024-10-21,R0045,sunny,7.7,0,119,32,87,20.62,2453.92,39.17,481.05,62.65,0.196
2024-10-21,R0005,cloudy,13.3,0,205,25,180,12.95,2655.49,29.71,500.04,89.38,0.1883
2024-10-21,R0044,sunny,12.0,0,172,43,129,13.63,2344.34,40.84,578.96,57.4,0.247
2024-10-21,R0043,sunny,17.1,0,294,92,202,17.11,5029.14,79.31,1084.73,63.41,0.2157
2024-10-21,R0057,cloudy,11.1,0,296,83,213,16.73,4951.2,55.73,925.01,88.84,0.1868
2024-10-21,R0034,cloudy,19.5,0,168,34,134,15.65,2629.26,31.63,524.12,83.13,0.1993
2024-10-21,R0025,cloudy,16.6,0,162,50,112,10.68,1729.97,20.66,336.39,83.74,0.1944
2024-10-21,R0007,cloudy,10.9,0,212,38,174,12.86,2726.31,39.44,528.52,69.12,0.1939
2024-10-21,R0047,rainy,5.2,0,191,59,132,15.66,2991.43,39.59,656.73,75.55,0.2195
2024-10-21,R0017,sunny,16.4,0,205,44,161,14.12,2893.67,33.84,488.64,85.52,0.1689
2024-10-21,R0013,cloudy,11.0,0,233,38,195,14.9,3471.18,44.37,546.19,78.24,0.1573
2024-10-21,R0019,rainy,10.2,0,208,23,185,11.89,2473.49,38.59,669.22,64.1,0.2706
2024-10-21,R0015,rainy,7.5,0,164,38,126,13.96,2289.98,25.95,359.32,88.24,0.1569
2024-10-21,R0036,cloudy,7.7,1,298,78,220,12.47,3716.11,36.78,487.88,101.02,0.1313
2024-10-21,R0004,sunny,6.2,0,303,53,250,13.36,4049.25,62.85,945.19,64.42,0.2334
2024-10-21,R0009,rainy,9.4,0,253,49,204,13.9,3517.71,42.48,730.55,82.81,0.2077
2024-10-22,R0035,cloudy,12.0,0,99,22,77,18.89,1870.17,25.69,508.83,72.81,0.2721
2024-10-22,R0022,cloudy,12.8,0,134,16,118,18.42,2468.31,37.45,558.09,65.91,0.2261
2024-10-22,R0003,cloudy,8.8,0,307,71,236,13.34,4095.05,35.83,478.39,114.29,0.1168
2024-10-22,R0048,sunny,16.1,0,92,18,74,14.46,1329.87,12.0,178.01,110.82,0.1339
2024-10-22,R0049,cloudy,9.3,0,181,51,130,13.32,2410.81,28.53,467.31,84.5,0.1938
2024-10-22,R0041,sunny,7.5,0,209,36,173,12.4,2590.85,34.08,435.82,76.03,0.1682
2024-10-22,R0031,cloudy,5.0,0,246,47,199,15.07,3708.29,47.65,719.88,77.83,0.1941
2024-10-22,R0038,cloudy,15.1,0,82,21,61,12.39,1016.16,19.65,263.09,51.72,0.2589
2024-10-22,R0032,rainy,12.9,0,240,81,159,12.44,2985.5,39.21,487.64,76.14,0.1633
2024-10-22,R0034,cloudy,12.8,0,213,95,118,16.17,3443.21,26.31,436.07,130.85,0.1266
2024-10-22,R0012,cloudy,12.8,0,190,38,152,15.14,2876.27,32.5,561.47,88.51,0.1952
2024-10-22,R0057,cloudy,12.8,0,257,45,212,17.28,4441.76,48.1,798.31,92.35,0.1797
2024-10-22,R0060,cloudy,9.4,1,386,76,310,10.14,3912.79,75.02,1150.24,52.16,0.294
2024-10-22,R0053,rainy,13.2,0,199,95,104,12.68,2523.62,36.55,557.14,69.04,0.2208
2024-10-22,R0044,sunny,13.5,0,195,51,144,11.8,2301.66,30.79,436.49,74.75,0.1896
2024-10-22,R0006,sunny,15.5,0,266,25,241,19.29,5131.2,73.53,1065.07,69.78,0.2076
2024-10-22,R0011,cloudy,13.0,0,355,97,258,12.87,4567.31,87.87,1574.64,51.98,0.3448
2024-10-22,R0021,sunny,15.0,0,230,82,148,9.6,2208.26,31.28,490.43,70.6,0.2221
2024-10-22,R0051,cloudy,11.2,0,111,28,83,9.3,1032.01,17.68,326.72,58.37,0.3166
2024-10-22,R0020,sunny,19.4,0,163,36,127,11.86,1933.88,32.77,576.76,59.02,0.2982
2024-10-22,R0039,sunny,10.0,0,309,83,226,7.97,2461.34,38.71,603.04,63.58,0.245
2024-10-22,R0059,sunny,14.5,0,269,64,205,14.43,3880.78,32.5,598.96,119.4,0.1543
2024-10-22,R0017,cloudy,10.4,0,214,86,128,13.45,2877.65,37.23,537.62,77.3,0.1868
2024-10-22,R0055,sunny,11.3,0,141,46,95,12.15,1712.97,28.85,571.82,59.37,0.3338
2024-10-22,R0013,rainy,3.9,0,209,65,144,12.72,2657.66,38.64,475.65,68.79,0.179
2024-10-22,R0025,rainy,19.9,0,106,19,87,9.93,1052.73,14.21,231.38,74.09,0.2198
2024-10-22,R0040,sunny,14.1,0,291,83,208,14.9,4335.03,59.73,1125.44,72.58,0.2596
2024-10-22,R0008,rainy,10.8,0,205,40,165,15.35,3146.87,29.5,408.15,106.68,0.1297
2024-10-22,R0033,cloudy,14.3,1,256,91,165,16.03,4102.49,39.27,636.7,104.48,0.1552
2024-10-22,R0046,sunny,14.9,1,526,160,366,9.41,4951.11,63.61,927.42,77.83,0.1873
2024-10-22,R0045,cloudy,14.4,0,130,26,104,19.97,2595.83,34.61,425.08,75.0,0.1638
2024-10-22,R0026,sunny,9.8,0,308,68,240,16.55,5097.25,112.13,1460.62,45.46,0.2866
2024-10-22,R0005,cloudy,14.0,0,218,44,174,13.76,2999.96,38.39,646.15,78.14,0.2154
2024-10-22,R0042,cloudy,7.9,1,443,197,246,18.82,8337.47,101.81,1360.93,81.89,0.1632
2024-10-22,R0047,cloudy,15.0,0,196,27,169,14.76,2892.41,40.85,677.57,70.81,0.2343
2024-10-22,R0030,sunny,13.6,0,188,35,153,13.79,2592.08,38.3,797.35,67.69,0.3076
2024-10-22,R0016,cloudy,3.5,0,159,9,150,14.95,2376.37,30.22,432.96,78.63,0.1822
2024-10-22,R0023,cloudy,15.3,1,356,83,273,17.48,6221.81,62.3,1021.18,99.87,0.1641
2024-10-22,R0024,cloudy,10.0,0,212,39,173,11.34,2405.07,37.16,539.83,64.71,0.2245
2024-10-22,R0001,cloudy,15.3,0,206,17,189,16.77,3454.45,55.84,670.12,61.86,0.194
2024-10-22,R0043,cloudy,1.3,1,284,98,186,16.2,4599.89,60.02,820.9,76.64,0.1785
2024-10-22,R0036,cloudy,9.9,0,302,74,228,9.85,2975.08,33.18,440.11,89.66,0.1479
2024-10-22,R0007,cloudy,12.4,0,265,64,201,14.47,3833.76,62.16,832.86,61.68,0.2172
2024-10-22,R0054,rainy,22.3,1,328,91,237,5.5,1804.0,18.52,276.04,97.43,0.153
2024-10-22,R0004,sunny,9.3,0,279,68,211,14.05,3918.86,57.32,861.97,68.37,0.22
2024-10-22,R0037,cloudy,7.9,0,219,55,164,15.7,3439.01,42.54,809.03,80.84,0.2353
2024-10-22,R0009,rainy,19.0,0,265,83,182,14.03,3718.17,43.38,746.03,85.71,0.2006
2024-10-22,R0014,cloudy,13.1,0,212,27,185,11.97,2538.32,29.99,516.65,84.63,0.2035
2024-10-22,R0050,rainy,9.0,0,198,70,128,14.06,2784.17,23.48,358.29,118.56,0.1287
2024-10-22,R0002,sunny,7.4,0,223,75,148,12.59,2807.4,24.75,330.9,113.41,0.1179
2024-10-22,R0028,cloudy,13.7,0,229,44,185,9.33,2136.54,29.34,352.1,72.82,0.1648
2024-10-22,R0010,sunny,15.8,0,234,85,149,8.37,1958.6,24.61,361.78,79.59,0.1847
2024-10-22,R0058,sunny,21.4,0,407,103,304,12.56,5110.72,80.91,1267.58,63.16,0.248
2024-10-22,R0018,sunny,12.6,0,127,15,112,11.36,1442.99,16.6,215.92,86.93,0.1496
2024-10-22,R0052,sunny,15.1,0,121,31,90,14.31,1732.11,23.65,393.5,73.23,0.2272
2024-10-22,R0019,cloudy,15.2,0,234,52,182,11.71,2740.0,51.31,889.82,53.41,0.3248
2024-10-22,R0029,cloudy,13.9,0,293,63,230,13.98,4095.73,41.57,746.49,98.52,0.1823
2024-10-22,R0056,cloudy,12.4,0,196,28,168,13.28,2603.34,36.17,465.41,71.98,0.1788
2024-10-22,R0015,cloudy,13.7,0,163,26,137,13.9,2266.43,28.57,395.58,79.33,0.1745
2024-10-22,R0027,sunny,1.6,0,193,26,167,11.59,2236.52,24.92,377.48,89.75,0.1688
2024-10-23,R0040,sunny,11.9,0,311,23,288,14.18,4411.47,54.39,1024.97,81.1,0.2323
2024-10-23,R0050,rainy,20.3,0,161,70,91,16.12,2594.71,22.75,347.16,114.03,0.1338
2024-10-23,R0033,cloudy,6.9,1,257,102,155,11.99,3081.78,31.1,504.35,99.08,0.1637
2024-10-23,R0051,sunny,5.3,0,162,29,133,11.13,1802.39,20.56,379.93,87.66,0.2108
2024-10-23,R0017,sunny,12.9,0,156,18,138,14.59,2276.01,25.98,375.27,87.59,0.1649
2024-10-23,R0039,sunny,4.1,0,333,90,243,10.64,3541.63,50.95,793.66,69.51,0.2241
2024-10-23,R0012,rainy,9.6,0,207,76,131,12.13,2510.68,26.44,456.85,94.95,0.182
2024-10-23,R0016,cloudy,13.3,0,143,23,120,14.37,2054.31,26.03,372.88,78.93,0.1815
2024-10-23,R0058,rainy,9.2,0,306,66,240,13.42,4106.15,60.32,944.92,68.08,0.2301
2024-10-23,R0059,rainy,10.8,0,268,41,227,14.34,3842.52,37.93,698.92,101.31,0.1819
2024-10-23,R0036,sunny,6.6,0,321,43,278,11.66,3741.59,47.34,627.9,79.03,0.1678
2024-10-23,R0042,sunny,12.3,1,521,170,351,21.0,10942.73,171.89,2297.65,63.66,0.21
2024-10-23,R0007,cloudy,17.7,0,329,89,240,11.72,3854.58,61.37,822.38,62.81,0.2134
2024-10-23,R0038,cloudy,11.6,0,76,7,69,11.63,883.71,14.84,198.77,59.54,0.2249
2024-10-23,R0057,cloudy,8.3,0,328,91,237,17.0,5575.65,49.08,814.66,113.6,0.1461
2024-10-23,R0019,sunny,16.5,0,253,24,229,12.77,3230.92,48.39,839.27,66.77,0.2598
2024-10-23,R0009,cloudy,13.4,0,248,68,180,13.99,3470.07,46.22,794.86,75.08,0.2291
2024-10-23,R0035,sunny,14.5,0,142,31,111,16.53,2346.96,28.52,565.03,82.28,0.2407
2024-10-23,R0049,cloudy,4.7,0,242,33,209,14.85,3592.91,44.02,720.98,81.62,0.2007
2024-10-23,R0005,cloudy,18.0,0,276,107,169,11.82,3262.26,40.32,678.69,80.9,0.208
2024-10-23,R0045,sunny,9.5,1,172,66,106,21.03,3617.97,51.57,633.32,70.16,0.175
2024-10-23,R0027,sunny,2.1,0,224,66,158,11.62,2602.6,27.63,418.59,94.18,0.1608
2024-10-23,R0060,sunny,16.8,1,380,60,320,9.88,3755.98,56.59,867.73,66.37,0.231
2024-10-23,R0041,sunny,12.1,0,198,42,156,13.92,2755.67,36.11,461.82,76.31,0.1676
2024-10-23,R0048,rainy,14.8,0,89,15,74,12.8,1138.88,12.0,178.01,94.91,0.1563
2024-10-23,R0026,cloudy,10.9,0,359,124,235,14.29,5130.88,93.84,1222.44,54.67,0.2383
2024-10-23,R0008,rainy,14.2,0,193,35,158,13.92,2687.01,35.31,488.51,76.1,0.1818
2024-10-23,R0043,cloudy,7.2,0,255,96,159,17.14,4371.36,63.99,875.26,68.31,0.2002
2024-10-23,R0010,rainy,6.0,0,167,67,100,11.22,1873.07,23.84,350.51,78.56,0.1871
2024-10-23,R0056,sunny,10.0,0,196,20,176,11.69,2291.52,30.98,398.66,73.96,0.174
2024-10-23,R0052,cloudy,12.9,0,110,14,96,15.94,1753.76,30.0,499.14,58.45,0.2846
2024-10-23,R0015,cloudy,18.9,0,192,24,168,15.79,3032.23,39.51,547.03,76.75,0.1804
2024-10-23,R0047,rainy,10.4,0,208,78,130,16.68,3470.46,38.95,646.08,89.1,0.1862
2024-10-23,R0044,cloudy,12.6,0,156,30,126,9.19,1433.45,19.83,281.18,72.27,0.1962
2024-10-23,R0028,cloudy,12.5,0,220,64,156,10.16,2236.07,29.02,348.27,77.05,0.1558
2024-10-23,R0029,cloudy,17.6,0,313,40,273,13.65,4272.48,49.83,894.74,85.75,0.2094
2024-10-23,R0037,sunny,10.9,0,252,28,224,14.49,3651.39,42.63,810.86,85.64,0.2221
2024-10-23,R0023,sunny,18.9,0,233,35,198,15.26,3554.67,33.45,548.37,106.26,0.1543
2024-10-23,R0030,cloudy,9.1,0,190,40,150,12.61,2395.28,34.14,710.78,70.17,0.2967
2024-10-23,R0024,cloudy,16.7,0,248,42,206,9.19,2280.26,34.25,497.45,66.58,0.2182
2024-10-23,R0002,sunny,15.5,0,234,60,174,13.11,3068.74,32.01,427.94,95.86,0.1395
2024-10-23,R0011,rainy,12.9,0,421,79,342,12.08,5086.15,76.77,1375.77,66.25,0.2705
2024-10-23,R0014,cloudy,4.8,0,196,25,171,13.33,2613.55,39.4,678.66,66.34,0.2597
2024-10-23,R0018,cloudy,6.0,1,174,34,140,11.57,2013.07,25.71,334.38,78.31,0.1661
2024-10-23,R0054,cloudy,16.5,0,338,54,284,6.68,2256.88,28.17,419.99,80.11,0.1861
2024-10-23,R0031,sunny,8.8,0,256,56,200,13.53,3464.49,34.78,525.51,99.6,0.1517
2024-10-23,R0046,cloudy,6.8,0,370,110,260,11.18,4135.14,49.0,714.4,84.39,0.1728
2024-10-23,R0013,cloudy,17.1,0,199,24,175,11.55,2299.32,36.21,445.72,63.51,0.1938
2024-10-23,R0032,rainy,22.3,0,258,75,183,14.18,3658.56,61.46,764.31,59.53,0.2089
2024-10-23,R0022,rainy,5.1,0,143,23,120,16.1,2302.57,30.81,459.19,74.72,0.1994
2024-10-23,R0053,cloudy,14.2,0,209,37,172,12.64,2640.93,39.51,602.25,66.83,0.228
2024-10-23,R0006,cloudy,12.8,0,243,50,193,16.94,4116.29,46.11,667.87,89.27,0.1623
2024-10-23,R0021,cloudy,3.7,0,240,68,172,7.77,1865.74,26.1,409.33,71.47,0.2194
2024-10-23,R0003,cloudy,9.1,0,310,58,252,10.75,3331.72,39.52,527.63,84.31,0.1584
2024-10-23,R0034,sunny,17.7,0,236,104,132,17.27,4074.68,45.14,748.03,90.27,0.1836
2024-10-23,R0004,sunny,14.8,0,265,43,222,12.01,3182.51,39.64,596.07,80.29,0.1873
2024-10-23,R0025,rainy,18.1,0,135,14,121,9.88,1333.49,15.24,248.16,87.5,0.1861
2024-10-23,R0001,cloudy,7.6,1,324,86,238,15.01,4864.52,72.88,874.56,66.75,0.1798
2024-10-23,R0055,sunny,9.7,0,124,21,103,13.54,1678.4,29.26,579.89,57.36,0.3455
2024-10-23,R0020,cloudy,16.2,0,174,29,145,12.23,2127.46,35.32,621.61,60.24,0.2922
2024-10-24,R0060,cloudy,12.7,0,278,50,228,9.06,2518.91,43.78,671.3,57.53,0.2665
2024-10-24,R0001,cloudy,16.9,0,267,64,203,13.71,3660.48,55.37,664.4,66.11,0.1815
2024-10-24,R0022,cloudy,14.1,0,185,39,146,16.76,3100.45,53.99,804.53,57.43,0.2595
2024-10-24,R0005,rainy,18.7,0,253,52,201,11.21,2835.14,25.58,430.46,110.85,0.1518
2024-10-24,R0002,cloudy,21.4,0,243,99,144,14.56,3536.98,34.39,459.72,102.85,0.13
2024-10-24,R0014,sunny,12.7,0,281,97,184,13.55,3806.39,45.19,778.41,84.24,0.2045
2024-10-24,R0041,cloudy,12.5,0,206,48,158,15.03,3095.61,41.89,535.73,73.9,0.1731
2024-10-24,R0011,cloudy,8.0,0,325,74,251,13.02,4230.2,72.89,1306.3,58.03,0.3088
2024-10-24,R0058,sunny,2.1,0,426,124,302,11.45,4878.52,57.74,904.53,84.5,0.1854
2024-10-24,R0039,rainy,8.6,0,276,93,183,8.14,2246.89,30.63,477.15,73.35,0.2124
2024-10-24,R0023,cloudy,11.8,0,301,101,200,14.99,4511.95,45.74,749.7,98.65,0.1662
2024-10-24,R0059,cloudy,5.5,0,305,43,262,12.66,3862.73,45.76,843.23,84.42,0.2183
2024-10-24,R0017,cloudy,5.0,0,253,94,159,14.93,3777.18,47.18,681.31,80.07,0.1804
2024-10-24,R0045,cloudy,13.3,0,145,47,98,17.77,2576.1,35.09,431.0,73.41,0.1673
2024-10-24,R0052,cloudy,7.0,0,112,36,76,15.87,1777.86,28.25,469.93,62.94,0.2643
2024-10-24,R0056,rainy,6.3,0,220,70,150,15.29,3363.27,43.28,556.94,77.71,0.1656
2024-10-24,R0012,rainy,14.0,0,198,72,126,15.22,3012.6,33.34,576.04,90.36,0.1912
2024-10-24,R0007,sunny,19.0,0,319,34,285,15.62,4981.6,65.26,874.52,76.33,0.1756
2024-10-24,R0048,sunny,11.4,0,121,17,104,12.56,1520.11,12.41,184.07,122.51,0.1211
2024-10-24,R0040,sunny,12.1,0,283,14,269,16.13,4564.83,48.18,907.85,94.75,0.1989
2024-10-24,R0049,sunny,3.0,0,249,61,188,15.7,3909.43,50.24,822.89,77.82,0.2105
2024-10-24,R0047,sunny,13.5,0,250,70,180,15.97,3992.87,51.32,851.17,77.81,0.2132
2024-10-24,R0037,rainy,13.3,0,238,39,199,13.47,3206.44,42.38,806.1,75.65,0.2514
2024-10-24,R0019,rainy,1.4,0,236,36,200,14.46,3413.38,39.11,678.37,87.27,0.1987
2024-10-24,R0009,cloudy,7.9,0,216,61,155,13.09,2826.69,34.04,585.34,83.05,0.2071
2024-10-24,R0004,cloudy,12.5,0,334,63,271,16.16,5397.05,62.32,937.12,86.61,0.1736
2024-10-24,R0010,cloudy,5.0,0,199,49,150,12.34,2455.46,27.77,408.19,88.43,0.1662
2024-10-24,R0031,cloudy,9.0,0,279,56,223,13.82,3854.93,54.15,818.06,71.2,0.2122
2024-10-24,R0025,sunny,9.1,0,189,57,132,9.39,1773.77,19.27,313.87,92.03,0.177
2024-10-24,R0054,sunny,7.3,0,460,123,337,5.5,2530.0,36.34,541.69,69.63,0.2141
2024-10-24,R0033,cloudy,3.8,0,179,39,140,14.14,2530.67,24.63,399.29,102.77,0.1578
2024-10-24,R0043,sunny,14.9,1,264,78,186,15.58,4113.11,61.11,835.83,67.31,0.2032
2024-10-24,R0008,cloudy,9.3,0,251,34,217,15.89,3987.29,47.76,660.79,83.49,0.1657
2024-10-24,R0051,cloudy,13.1,0,135,36,99,8.74,1179.83,12.0,221.73,98.32,0.1879
2024-10-24,R0057,cloudy,21.9,0,334,66,268,17.79,5941.29,48.29,801.59,123.02,0.1349
2024-10-24,R0036,cloudy,14.9,0,349,96,253,11.24,3923.12,48.62,644.87,80.69,0.1644
2024-10-24,R0026,cloudy,5.1,0,324,76,248,14.8,4794.34,107.09,1394.93,44.77,0.291
2024-10-24,R0044,sunny,19.5,1,216,62,154,10.78,2328.89,36.84,522.2,63.22,0.2242
2024-10-24,R0034,cloudy,12.4,0,172,58,114,15.7,2699.86,27.73,459.6,97.35,0.1702
2024-10-24,R0053,sunny,6.1,0,224,73,151,12.89,2888.12,31.2,475.58,92.56,0.1647
2024-10-24,R0046,cloudy,8.3,0,381,159,222,11.3,4304.17,57.38,836.61,75.01,0.1944
2024-10-24,R0032,cloudy,8.2,0,288,45,243,10.76,3100.01,53.22,661.88,58.25,0.2135
2024-10-24,R0055,sunny,14.8,1,230,45,185,12.94,2977.25,52.07,1031.88,57.18,0.3466
2024-10-24,R0029,rainy,9.0,0,292,48,244,12.13,3542.24,46.66,837.87,75.92,0.2365
2024-10-24,R0020,cloudy,17.4,0,158,21,137,9.8,1548.66,25.95,456.72,59.68,0.2949
2024-10-24,R0013,cloudy,10.7,0,187,23,164,13.76,2573.62,36.67,451.44,70.18,0.1754
2024-10-24,R0015,sunny,9.0,0,212,83,129,15.91,3372.57,46.5,643.73,72.54,0.1909
2024-10-24,R0042,cloudy,9.3,0,426,120,306,18.28,7787.44,101.08,1351.14,77.04,0.1735
2024-10-24,R0050,rainy,11.9,0,212,35,177,14.1,2988.62,26.8,408.91,111.51,0.1368
2024-10-24,R0018,cloudy,8.5,0,160,44,116,9.48,1517.07,18.01,234.28,84.22,0.1544
2024-10-24,R0021,sunny,11.2,0,216,34,182,7.86,1698.69,23.68,371.33,71.73,0.2186
2024-10-24,R0016,sunny,12.8,0,166,55,111,13.15,2182.53,24.23,347.1,90.08,0.159
2024-10-24,R0006,cloudy,15.2,0,226,41,185,17.71,4001.79,55.69,806.54,71.86,0.2015
2024-10-24,R0035,sunny,14.0,0,122,31,91,18.44,2249.88,35.49,702.99,63.4,0.3125
2024-10-24,R0028,sunny,8.8,1,304,66,238,12.03,3655.98,54.48,653.73,67.11,0.1788
2024-10-24,R0027,rainy,12.4,0,226,45,181,11.61,2624.16,27.67,419.07,94.85,0.1597
2024-10-24,R0024,cloudy,12.5,1,251,74,177,9.46,2374.04,33.55,487.34,70.76,0.2053
2024-10-24,R0003,cloudy,14.3,0,316,64,252,12.94,4088.1,40.98,547.22,99.75,0.1339
2024-10-24,R0030,rainy,14.3,0,162,13,149,10.08,1633.19,18.96,394.82,86.13,0.2417
2024-10-24,R0038,rainy,21.7,0,111,34,77,14.27,1583.99,24.72,331.03,64.08,0.209
2024-10-25,R0052,cloudy,10.1,0,142,33,109,13.85,1966.5,29.79,495.58,66.01,0.252
2024-10-25,R0014,rainy,17.2,0,283,46,237,12.88,3645.41,45.86,790.05,79.48,0.2167
2024-10-25,R0013,sunny,2.5,0,245,51,194,11.56,2831.19,42.13,518.63,67.2,0.1832
2024-10-25,R0023,sunny,17.5,0,349,71,278,15.37,5365.76,51.78,848.73,103.63,0.1582
2024-10-25,R0032,cloudy,19.7,0,292,20,272,10.82,3159.97,40.39,502.23,78.25,0.1589
2024-10-25,R0018,sunny,13.7,0,177,27,150,10.63,1881.86,17.61,229.02,106.88,0.1217
2024-10-25,R0030,rainy,14.3,0,265,24,241,13.25,3511.28,45.48,946.99,77.2,0.2697
2024-10-25,R0010,sunny,13.4,0,281,97,184,9.38,2634.7,35.63,523.84,73.94,0.1988
2024-10-25,R0053,rainy,16.2,0,289,97,192,12.72,3677.25,41.54,633.15,88.52,0.1722
2024-10-25,R0007,cloudy,2.9,0,337,88,249,13.35,4497.76,63.09,845.44,71.29,0.188
2024-10-25,R0028,cloudy,6.2,0,286,114,172,10.6,3032.19,38.4,460.84,78.96,0.152
2024-10-25,R0002,rainy,11.6,0,325,48,277,13.56,4407.68,49.58,662.77,88.9,0.1504
2024-10-25,R0024,cloudy,10.0,0,218,73,145,12.34,2689.33,42.56,618.16,63.19,0.2299
2024-10-25,R0047,cloudy,17.9,1,330,101,229,14.98,4943.41,66.09,1096.31,74.79,0.2218
2024-10-25,R0008,sunny,24.3,0,258,66,192,13.75,3547.25,40.24,556.73,88.16,0.1569
2024-10-25,R0005,cloudy,11.1,0,350,36,314,14.85,5198.48,62.99,1060.16,82.53,0.2039
2024-10-25,R0043,rainy,9.6,0,368,98,270,17.34,6379.99,91.01,1244.83,70.1,0.1951
2024-10-25,R0011,cloudy,6.2,0,511,57,454,9.49,4850.61,94.73,1697.65,51.2,0.35
2024-10-25,R0015,cloudy,11.6,0,286,112,174,13.66,3907.6,47.16,652.93,82.86,0.1671
2024-10-25,R0029,cloudy,4.2,0,341,55,286,16.58,5654.04,73.7,1323.37,76.72,0.2341
2024-10-25,R0048,rainy,7.9,0,128,6,122,14.54,1861.22,25.79,382.61,72.16,0.2056
2024-10-25,R0056,cloudy,23.0,0,220,27,193,14.03,3087.48,41.52,534.28,74.36,0.173
2024-10-25,R0044,cloudy,11.4,0,197,25,172,10.35,2039.87,28.16,399.21,72.44,0.1957
2024-10-25,R0037,rainy,7.5,0,259,12,247,14.64,3792.52,44.93,854.48,84.41,0.2253
2024-10-25,R0046,rainy,4.5,0,428,161,267,10.46,4476.75,53.4,778.59,83.83,0.1739
2024-10-25,R0003,cloudy,2.8,0,358,64,294,14.95,5353.75,50.42,673.26,106.17,0.1258
2024-10-25,R0031,rainy,23.6,0,280,55,225,13.47,3772.31,51.46,777.49,73.3,0.2061
2024-10-25,R0020,sunny,13.6,0,183,9,174,14.38,2630.91,33.44,588.54,78.68,0.2237
2024-10-25,R0019,cloudy,6.7,0,355,81,274,13.06,4635.63,62.22,1079.09,74.51,0.2328
2024-10-25,R0049,cloudy,12.4,0,300,17,283,14.94,4483.24,58.82,963.45,76.22,0.2149
2024-10-25,R0035,cloudy,12.2,0,164,47,117,16.64,2728.86,35.44,702.01,77.0,0.2573
2024-10-25,R0038,sunny,7.6,0,98,19,79,12.93,1266.83,22.17,296.86,57.15,0.2343
2024-10-25,R0009,cloudy,9.3,0,346,73,273,11.96,4139.46,50.53,868.9,81.93,0.2099
2024-10-25,R0042,sunny,8.2,1,626,197,429,19.11,11965.43,162.06,2166.18,73.84,0.181
2024-10-25,R0027,cloudy,12.1,0,219,75,144,10.03,2196.87,21.54,326.3,101.99,0.1485
