date,restaurant_id,city,restaurant_type,weekday,weekday_name,month,is_weekend,is_holiday,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,hourly_wage,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-04-22,R0055,Darmstadt,fast_food,0,Monday,4,0,0,sunny,12.6,0,112,33,79,15.78,1767.19,28.98,19.82,574.35,60.98,0.325
2024-04-23,R0055,Darmstadt,fast_food,1,Tuesday,4,0,0,rainy,7.8,0,130,17,113,13.53,1759.2,32.31,19.82,640.38,54.44,0.364
2024-04-24,R0055,Darmstadt,fast_food,2,Wednesday,4,0,0,sunny,12.2,0,165,43,122,14.11,2327.67,39.17,19.82,776.27,59.43,0.3335
2024-04-25,R0055,Darmstadt,fast_food,3,Thursday,4,0,0,rainy,5.9,1,149,50,99,14.02,2089.27,33.5,19.82,664.0,62.36,0.3178
2024-04-26,R0055,Darmstadt,fast_food,4,Friday,4,0,0,sunny,24.0,0,201,66,135,14.73,2960.19,43.23,19.82,856.81,68.47,0.2894
2024-04-27,R0055,Darmstadt,fast_food,5,Saturday,4,1,0,sunny,2.8,1,193,39,154,15.04,2902.25,46.4,19.82,919.63,62.54,0.3169
2024-04-28,R0055,Darmstadt,fast_food,6,Sunday,4,1,0,cloudy,6.5,0,125,19,106,13.84,1729.52,33.83,19.82,670.46,51.12,0.3877
2024-04-29,R0055,Darmstadt,fast_food,0,Monday,4,0,0,cloudy,14.1,0,119,28,91,14.59,1736.67,29.51,19.82,584.91,58.84,0.3368
2024-04-30,R0055,Darmstadt,fast_food,1,Tuesday,4,0,0,sunny,2.4,0,120,32,88,15.53,1863.45,30.48,19.82,604.15,61.13,0.3242
2024-05-01,R0055,Darmstadt,fast_food,2,Wednesday,5,0,1,sunny,8.3,0,106,15,91,14.89,1578.56,24.97,19.82,494.83,63.22,0.3135
2024-05-02,R0055,Darmstadt,fast_food,3,Thursday,5,0,0,rainy,16.6,0,137,37,100,15.07,2064.54,33.39,19.82,661.79,61.83,0.3206
2024-05-03,R0055,Darmstadt,fast_food,4,Friday,5,0,0,cloudy,8.2,0,172,62,110,13.41,2306.02,35.85,19.82,710.51,64.32,0.3081
2024-05-04,R0055,Darmstadt,fast_food,5,Saturday,5,1,0,rainy,20.0,0,147,30,117,14.98,2202.33,33.67,19.82,667.24,65.41,0.303
2024-05-05,R0055,Darmstadt,fast_food,6,Sunday,5,1,0,sunny,13.3,0,146,7,139,14.46,2110.65,30.13,19.82,597.18,70.05,0.2829
2024-05-06,R0055,Darmstadt,fast_food,0,Monday,5,0,0,sunny,17.6,0,135,36,99,15.56,2100.89,37.71,19.82,747.41,55.71,0.3558
2024-05-07,R0055,Darmstadt,fast_food,1,Tuesday,5,0,0,sunny,5.5,0,170,25,145,14.1,2396.9,44.06,19.82,873.12,54.41,0.3643
2024-05-08,R0055,Darmstadt,fast_food,2,Wednesday,5,0,0,cloudy,17.2,0,123,27,96,13.65,1678.37,24.94,19.82,494.33,67.29,0.2945
2024-05-09,R0055,Darmstadt,fast_food,3,Thursday,5,0,1,sunny,18.4,0,98,12,86,14.71,1441.39,25.51,19.82,505.5,56.51,0.3507
2024-05-10,R0055,Darmstadt,fast_food,4,Friday,5,0,0,cloudy,18.5,0,155,44,111,15.82,2452.0,37.92,19.82,751.49,64.66,0.3065
2024-05-11,R0055,Darmstadt,fast_food,5,Saturday,5,1,0,sunny,13.5,0,169,27,142,13.57,2293.44,28.53,19.82,565.48,80.38,0.2466
2024-05-12,R0055,Darmstadt,fast_food,6,Sunday,5,1,0,sunny,23.8,0,174,49,125,13.33,2320.26,35.05,19.82,694.66,66.2,0.2994
2024-05-13,R0055,Darmstadt,fast_food,0,Monday,5,0,0,sunny,22.7,0,145,50,95,14.24,2064.15,31.09,19.82,616.13,66.4,0.2985
2024-05-14,R0055,Darmstadt,fast_food,1,Tuesday,5,0,0,sunny,23.4,0,124,40,84,14.26,1767.74,26.84,19.82,531.99,65.85,0.3009
2024-05-15,R0055,Darmstadt,fast_food,2,Wednesday,5,0,0,rainy,21.8,0,122,28,94,14.48,1766.75,26.21,19.82,519.49,67.4,0.294
2024-05-16,R0055,Darmstadt,fast_food,3,Thursday,5,0,0,sunny,9.9,0,121,18,103,12.07,1460.04,22.37,19.82,443.25,65.28,0.3036
2024-05-17,R0055,Darmstadt,fast_food,4,Friday,5,0,0,sunny,9.8,0,156,42,114,13.54,2112.89,40.47,19.82,802.07,52.21,0.3796
2024-05-18,R0055,Darmstadt,fast_food,5,Saturday,5,1,0,sunny,17.0,1,261,57,204,11.66,3043.42,48.68,19.82,964.85,62.51,0.317
2024-05-19,R0055,Darmstadt,fast_food,6,Sunday,5,1,0,cloudy,23.5,1,204,54,150,10.71,2184.27,33.34,19.82,660.67,65.52,0.3025
2024-05-20,R0055,Darmstadt,fast_food,0,Monday,5,0,1,sunny,7.4,0,102,34,68,15.44,1575.18,23.65,19.82,468.78,66.59,0.2976
2024-05-21,R0055,Darmstadt,fast_food,1,Tuesday,5,0,0,rainy,12.9,0,125,54,71,15.32,1914.84,30.95,19.82,613.42,61.86,0.3204
2024-05-22,R0055,Darmstadt,fast_food,2,Wednesday,5,0,0,cloudy,9.0,0,119,13,106,14.94,1777.77,30.78,19.82,609.94,57.76,0.3431
2024-05-23,R0055,Darmstadt,fast_food,3,Thursday,5,0,0,cloudy,13.7,0,165,36,129,14.39,2374.93,40.59,19.82,804.46,58.51,0.3387
2024-05-24,R0055,Darmstadt,fast_food,4,Friday,5,0,0,cloudy,11.3,0,170,45,125,13.95,2371.55,36.05,19.82,714.36,65.79,0.3012
2024-05-25,R0055,Darmstadt,fast_food,5,Saturday,5,1,0,cloudy,23.9,0,187,48,139,14.5,2711.18,44.96,19.82,891.06,60.3,0.3287
2024-05-26,R0055,Darmstadt,fast_food,6,Sunday,5,1,0,cloudy,18.9,0,156,39,117,12.5,1949.33,35.16,19.82,696.9,55.44,0.3575
2024-05-27,R0055,Darmstadt,fast_food,0,Monday,5,0,0,sunny,22.6,0,139,24,115,13.79,1917.26,31.91,19.82,632.31,60.09,0.3298
2024-05-28,R0055,Darmstadt,fast_food,1,Tuesday,5,0,0,sunny,16.1,0,142,22,120,14.82,2104.74,35.65,19.82,706.53,59.04,0.3357
2024-05-29,R0055,Darmstadt,fast_food,2,Wednesday,5,0,0,rainy,20.0,0,119,26,93,13.87,1650.39,26.36,19.82,522.41,62.61,0.3165
2024-05-30,R0055,Darmstadt,fast_food,3,Thursday,5,0,0,rainy,17.6,0,138,19,119,13.02,1796.32,31.91,19.82,632.37,56.3,0.352
2024-05-31,R0055,Darmstadt,fast_food,4,Friday,5,0,0,sunny,10.7,0,162,20,142,16.46,2667.2,46.72,19.82,926.01,57.08,0.3472
2024-06-01,R0055,Darmstadt,fast_food,5,Saturday,6,1,0,rainy,28.8,0,192,44,148,14.37,2759.32,40.96,19.82,811.76,67.37,0.2942
2024-06-02,R0055,Darmstadt,fast_food,6,Sunday,6,1,0,sunny,23.0,0,136,31,105,11.97,1627.78,24.92,19.82,493.89,65.32,0.3034
2024-06-03,R0055,Darmstadt,fast_food,0,Monday,6,0,0,sunny,30.2,0,150,58,92,12.43,1864.08,27.94,19.82,553.76,66.71,0.2971
2024-06-04,R0055,Darmstadt,fast_food,1,Tuesday,6,0,0,sunny,29.3,0,153,34,119,15.07,2305.87,45.54,19.82,902.56,50.63,0.3914
2024-06-05,R0055,Darmstadt,fast_food,2,Wednesday,6,0,0,cloudy,17.0,0,130,27,103,13.1,1702.57,25.79,19.82,511.15,66.01,0.3002
2024-06-06,R0055,Darmstadt,fast_food,3,Thursday,6,0,0,sunny,19.5,0,140,22,118,13.72,1920.76,30.95,19.82,613.39,62.06,0.3193
2024-06-07,R0055,Darmstadt,fast_food,4,Friday,6,0,0,cloudy,11.2,0,131,43,88,14.66,1920.17,32.18,19.82,637.82,59.66,0.3322
2024-06-08,R0055,Darmstadt,fast_food,5,Saturday,6,1,0,sunny,22.3,0,169,53,116,14.52,2453.5,38.48,19.82,762.68,63.75,0.3109
2024-06-09,R0055,Darmstadt,fast_food,6,Sunday,6,1,0,sunny,31.1,1,194,70,124,15.76,3057.14,49.26,19.82,976.32,62.06,0.3194
2024-06-10,R0055,Darmstadt,fast_food,0,Monday,6,0,0,cloudy,18.8,0,119,30,89,16.23,1931.33,25.66,19.82,508.5,75.27,0.2633
2024-06-11,R0055,Darmstadt,fast_food,1,Tuesday,6,0,0,sunny,20.3,0,142,40,102,13.65,1938.56,36.65,19.82,726.31,52.9,0.3747
2024-06-12,R0055,Darmstadt,fast_food,2,Wednesday,6,0,0,cloudy,18.5,0,127,36,91,13.36,1696.95,32.3,19.82,640.06,52.54,0.3772
2024-06-13,R0055,Darmstadt,fast_food,3,Thursday,6,0,0,sunny,24.0,0,173,36,137,16.18,2799.12,44.51,19.82,882.11,62.89,0.3151
2024-06-14,R0055,Darmstadt,fast_food,4,Friday,6,0,0,sunny,21.1,1,172,28,144,17.03,2928.48,47.22,19.82,935.84,62.02,0.3196
2024-06-15,R0055,Darmstadt,fast_food,5,Saturday,6,1,0,sunny,22.7,0,201,50,151,14.81,2976.67,46.68,19.82,925.11,63.77,0.3108
2024-06-16,R0055,Darmstadt,fast_food,6,Sunday,6,1,0,sunny,20.2,0,170,38,132,15.19,2582.78,41.2,19.82,816.57,62.68,0.3162
2024-06-17,R0055,Darmstadt,fast_food,0,Monday,6,0,0,sunny,30.2,0,120,29,91,14.72,1765.98,29.83,19.82,591.27,59.19,0.3348
2024-06-18,R0055,Darmstadt,fast_food,1,Tuesday,6,0,0,sunny,28.7,0,151,46,105,14.38,2170.93,35.6,19.82,705.54,60.98,0.325
2024-06-19,R0055,Darmstadt,fast_food,2,Wednesday,6,0,0,sunny,17.7,1,162,43,119,16.55,2680.51,41.29,19.82,818.27,64.92,0.3053
2024-06-20,R0055,Darmstadt,fast_food,3,Thursday,6,0,0,sunny,21.2,0,158,61,97,15.74,2486.46,38.8,19.82,768.85,64.09,0.3092
2024-06-21,R0055,Darmstadt,fast_food,4,Friday,6,0,0,rainy,27.9,0,158,60,98,15.01,2371.9,40.11,19.82,795.01,59.13,0.3352
2024-06-22,R0055,Darmstadt,fast_food,5,Saturday,6,1,0,sunny,28.7,0,152,63,89,11.21,1703.58,31.48,19.82,623.87,54.12,0.3662
2024-06-23,R0055,Darmstadt,fast_food,6,Sunday,6,1,0,sunny,19.4,0,176,22,154,11.23,1975.89,31.64,19.82,626.99,62.46,0.3173
2024-06-24,R0055,Darmstadt,fast_food,0,Monday,6,0,0,sunny,18.8,0,141,22,119,14.56,2052.91,32.92,19.82,652.5,62.35,0.3178
2024-06-25,R0055,Darmstadt,fast_food,1,Tuesday,6,0,0,cloudy,23.6,0,131,13,118,13.2,1729.64,34.23,19.82,678.36,50.53,0.3922
2024-06-26,R0055,Darmstadt,fast_food,2,Wednesday,6,0,0,sunny,19.1,0,129,16,113,14.81,1910.36,35.86,19.82,710.75,53.27,0.3721
2024-06-27,R0055,Darmstadt,fast_food,3,Thursday,6,0,0,rainy,20.8,1,173,62,111,14.82,2563.03,44.08,19.82,873.61,58.14,0.3409
2024-06-28,R0055,Darmstadt,fast_food,4,Friday,6,0,0,sunny,14.7,1,176,19,157,15.19,2674.14,43.06,19.82,853.29,62.11,0.3191
2024-06-29,R0055,Darmstadt,fast_food,5,Saturday,6,1,0,sunny,18.4,0,201,26,175,15.99,3213.69,54.17,19.82,1073.53,59.33,0.334
2024-06-30,R0055,Darmstadt,fast_food,6,Sunday,6,1,0,sunny,14.8,0,203,32,171,13.15,2669.13,44.91,19.82,889.99,59.44,0.3334
2024-07-01,R0055,Darmstadt,fast_food,0,Monday,7,0,0,cloudy,19.7,0,113,15,98,13.88,1568.5,29.52,19.82,585.14,53.12,0.3731
2024-07-02,R0055,Darmstadt,fast_food,1,Tuesday,7,0,0,cloudy,26.1,0,114,40,74,13.59,1549.38,25.1,19.82,497.41,61.73,0.321
2024-07-03,R0055,Darmstadt,fast_food,2,Wednesday,7,0,0,sunny,23.1,0,142,62,80,16.03,2276.43,37.09,19.82,735.0,61.38,0.3229
2024-07-04,R0055,Darmstadt,fast_food,3,Thursday,7,0,0,sunny,22.1,0,141,13,128,12.31,1735.96,33.51,19.82,664.08,51.81,0.3825
2024-07-05,R0055,Darmstadt,fast_food,4,Friday,7,0,0,sunny,20.2,0,178,21,157,13.71,2440.39,45.76,19.82,906.91,53.33,0.3716
2024-07-06,R0055,Darmstadt,fast_food,5,Saturday,7,1,0,sunny,16.1,0,162,41,121,12.82,2076.54,35.51,19.82,703.73,58.48,0.3389
2024-07-07,R0055,Darmstadt,fast_food,6,Sunday,7,1,0,rainy,15.0,0,143,36,107,12.67,1811.44,30.06,19.82,595.82,60.25,0.3289
2024-07-08,R0055,Darmstadt,fast_food,0,Monday,7,0,0,rainy,20.1,0,102,20,82,13.25,1351.39,24.5,19.82,485.55,55.16,0.3593
2024-07-09,R0055,Darmstadt,fast_food,1,Tuesday,7,0,0,sunny,15.9,0,123,38,85,17.45,2146.81,33.37,19.82,661.29,64.34,0.308
2024-07-10,R0055,Darmstadt,fast_food,2,Wednesday,7,0,0,sunny,18.3,0,124,37,87,16.39,2032.91,30.43,19.82,603.16,66.8,0.2967
2024-07-11,R0055,Darmstadt,fast_food,3,Thursday,7,0,0,sunny,30.5,0,146,22,124,12.07,1762.47,30.73,19.82,609.05,57.35,0.3456
2024-07-12,R0055,Darmstadt,fast_food,4,Friday,7,0,0,sunny,28.8,0,192,55,137,17.04,3271.97,53.14,19.82,1053.1,61.58,0.3219
2024-07-13,R0055,Darmstadt,fast_food,5,Saturday,7,1,0,sunny,26.3,0,209,78,131,15.07,3149.17,53.67,19.82,1063.57,58.68,0.3377
2024-07-14,R0055,Darmstadt,fast_food,6,Sunday,7,1,0,sunny,19.5,0,168,51,117,15.42,2591.15,35.62,19.82,705.93,72.74,0.2724
2024-07-15,R0055,Darmstadt,fast_food,0,Monday,7,0,0,sunny,25.8,0,125,35,90,11.42,1428.01,26.1,19.82,517.17,54.72,0.3622
2024-07-16,R0055,Darmstadt,fast_food,1,Tuesday,7,0,0,sunny,28.3,0,107,30,77,15.63,1672.21,27.8,19.82,550.97,60.15,0.3295
2024-07-17,R0055,Darmstadt,fast_food,2,Wednesday,7,0,0,sunny,22.6,0,134,13,121,16.11,2158.95,38.57,19.82,764.43,55.97,0.3541
2024-07-18,R0055,Darmstadt,fast_food,3,Thursday,7,0,0,sunny,18.2,1,180,46,134,14.42,2595.11,45.86,19.82,908.93,56.58,0.3502
2024-07-19,R0055,Darmstadt,fast_food,4,Friday,7,0,0,sunny,18.6,0,187,21,166,13.89,2597.04,40.95,19.82,811.57,63.42,0.3125
2024-07-20,R0055,Darmstadt,fast_food,5,Saturday,7,1,0,sunny,28.2,0,166,43,123,16.13,2677.73,46.05,19.82,912.63,58.15,0.3408
2024-07-21,R0055,Darmstadt,fast_food,6,Sunday,7,1,0,sunny,21.3,0,133,25,108,13.53,1799.11,29.73,19.82,589.27,60.51,0.3275
2024-07-22,R0055,Darmstadt,fast_food,0,Monday,7,0,0,sunny,24.8,0,120,33,87,14.02,1682.1,26.21,19.82,519.52,64.17,0.3089
2024-07-23,R0055,Darmstadt,fast_food,1,Tuesday,7,0,0,sunny,22.6,1,166,35,131,15.61,2591.08,42.67,19.82,845.59,60.73,0.3263
2024-07-24,R0055,Darmstadt,fast_food,2,Wednesday,7,0,0,sunny,17.5,0,137,41,96,14.1,1932.36,27.88,19.82,552.54,69.31,0.2859
2024-07-25,R0055,Darmstadt,fast_food,3,Thursday,7,0,0,rainy,15.1,0,154,46,108,15.9,2448.64,38.23,19.82,757.58,64.06,0.3094
2024-07-26,R0055,Darmstadt,fast_food,4,Friday,7,0,0,rainy,17.1,1,174,31,143,13.24,2303.53,36.6,19.82,725.35,62.94,0.3149
2024-07-27,R0055,Darmstadt,fast_food,5,Saturday,7,1,0,sunny,31.9,0,204,64,140,15.09,3078.1,57.43,19.82,1138.12,53.6,0.3697
2024-07-28,R0055,Darmstadt,fast_food,6,Sunday,7,1,0,cloudy,21.8,1,170,43,127,16.11,2739.01,37.81,19.82,749.43,72.43,0.2736
2024-07-29,R0055,Darmstadt,fast_food,0,Monday,7,0,0,sunny,19.1,0,120,15,105,15.73,1887.49,25.12,19.82,497.9,75.13,0.2638
2024-07-30,R0055,Darmstadt,fast_food,1,Tuesday,7,0,0,cloudy,23.9,0,127,35,92,15.69,1993.14,29.03,19.82,575.32,68.66,0.2887
2024-07-31,R0055,Darmstadt,fast_food,2,Wednesday,7,0,0,rainy,17.8,0,144,34,110,18.15,2613.3,42.54,19.82,843.03,61.43,0.3226
2024-08-01,R0055,Darmstadt,fast_food,3,Thursday,8,0,0,sunny,21.4,0,162,31,131,14.93,2419.08,41.76,19.82,827.57,57.93,0.3421
2024-08-02,R0055,Darmstadt,fast_food,4,Friday,8,0,0,cloudy,24.9,0,149,23,126,14.42,2148.26,31.96,19.82,633.36,67.22,0.2948
2024-08-03,R0055,Darmstadt,fast_food,5,Saturday,8,1,0,sunny,27.1,0,150,26,124,12.38,1856.55,28.46,19.82,564.04,65.23,0.3038
2024-08-04,R0055,Darmstadt,fast_food,6,Sunday,8,1,0,cloudy,27.4,0,166,22,144,15.09,2504.22,42.52,19.82,842.68,58.9,0.3365
2024-08-05,R0055,Darmstadt,fast_food,0,Monday,8,0,0,sunny,19.6,0,114,20,94,12.76,1454.91,29.81,19.82,590.74,48.81,0.406
2024-08-06,R0055,Darmstadt,fast_food,1,Tuesday,8,0,0,rainy,28.1,1,108,12,96,11.98,1294.24,28.22,19.82,559.23,45.87,0.4321
2024-08-07,R0055,Darmstadt,fast_food,2,Wednesday,8,0,0,sunny,24.0,0,142,26,116,12.82,1820.22,24.35,19.82,482.67,74.74,0.2652
2024-08-08,R0055,Darmstadt,fast_food,3,Thursday,8,0,0,sunny,24.8,0,110,32,78,13.88,1526.53,21.26,19.82,421.27,71.81,0.276
2024-08-09,R0055,Darmstadt,fast_food,4,Friday,8,0,0,sunny,18.1,0,173,26,147,16.22,2806.31,41.02,19.82,813.0,68.41,0.2897
2024-08-10,R0055,Darmstadt,fast_food,5,Saturday,8,1,0,sunny,20.5,0,180,55,125,13.44,2419.26,34.94,19.82,692.48,69.24,0.2862
2024-08-11,R0055,Darmstadt,fast_food,6,Sunday,8,1,0,sunny,22.4,1,189,56,133,16.86,3186.63,43.99,19.82,871.86,72.44,0.2736
2024-08-12,R0055,Darmstadt,fast_food,0,Monday,8,0,0,sunny,25.6,0,112,24,88,15.41,1725.78,26.78,19.82,530.65,64.45,0.3075
2024-08-13,R0055,Darmstadt,fast_food,1,Tuesday,8,0,0,cloudy,17.7,0,114,36,78,15.48,1765.01,25.74,19.82,510.09,68.57,0.289
2024-08-14,R0055,Darmstadt,fast_food,2,Wednesday,8,0,0,sunny,20.5,0,138,39,99,15.72,2169.98,36.28,19.82,718.96,59.82,0.3313
2024-08-15,R0055,Darmstadt,fast_food,3,Thursday,8,0,0,cloudy,24.1,0,119,41,78,16.49,1961.86,30.26,19.82,599.66,64.84,0.3057
2024-08-16,R0055,Darmstadt,fast_food,4,Friday,8,0,0,cloudy,26.1,0,143,44,99,12.34,1764.68,32.5,19.82,644.03,54.3,0.365
2024-08-17,R0055,Darmstadt,fast_food,5,Saturday,8,1,0,sunny,21.7,0,196,32,164,14.24,2791.24,45.03,19.82,892.35,61.99,0.3197
2024-08-18,R0055,Darmstadt,fast_food,6,Sunday,8,1,0,sunny,20.3,0,169,43,126,13.95,2357.37,38.67,19.82,766.32,60.97,0.3251
2024-08-19,R0055,Darmstadt,fast_food,0,Monday,8,0,0,sunny,26.2,0,125,9,116,13.29,1661.79,30.44,19.82,603.22,54.6,0.363
2024-08-20,R0055,Darmstadt,fast_food,1,Tuesday,8,0,0,sunny,32.0,0,143,11,132,13.02,1861.15,27.05,19.82,536.18,68.79,0.2881
2024-08-21,R0055,Darmstadt,fast_food,2,Wednesday,8,0,0,sunny,33.7,0,130,22,108,12.53,1628.51,27.47,19.82,544.4,59.28,0.3343
2024-08-22,R0055,Darmstadt,fast_food,3,Thursday,8,0,0,sunny,31.1,0,126,10,116,12.73,1603.44,18.5,19.82,366.62,86.68,0.2286
2024-08-23,R0055,Darmstadt,fast_food,4,Friday,8,0,0,rainy,24.5,0,155,35,120,15.5,2401.81,42.0,19.82,832.3,57.19,0.3465
2024-08-24,R0055,Darmstadt,fast_food,5,Saturday,8,1,0,cloudy,27.2,0,192,30,162,13.33,2558.58,41.07,19.82,813.84,62.31,0.3181
2024-08-25,R0055,Darmstadt,fast_food,6,Sunday,8,1,0,sunny,23.2,0,164,36,128,15.43,2530.54,37.61,19.82,745.43,67.28,0.2946
2024-08-26,R0055,Darmstadt,fast_food,0,Monday,8,0,0,sunny,30.4,0,122,28,94,14.12,1722.63,33.64,19.82,666.6,51.21,0.387
2024-08-27,R0055,Darmstadt,fast_food,1,Tuesday,8,0,0,rainy,21.7,0,137,31,106,15.54,2129.5,34.79,19.82,689.44,61.21,0.3238
2024-08-28,R0055,Darmstadt,fast_food,2,Wednesday,8,0,0,sunny,27.6,0,123,48,75,16.52,2032.47,38.4,19.82,760.94,52.93,0.3744
2024-08-29,R0055,Darmstadt,fast_food,3,Thursday,8,0,0,sunny,21.8,0,135,31,104,14.3,1930.37,36.39,19.82,721.19,53.05,0.3736
2024-08-30,R0055,Darmstadt,fast_food,4,Friday,8,0,0,sunny,23.6,0,172,22,150,13.62,2342.4,40.4,19.82,800.73,57.98,0.3418
2024-08-31,R0055,Darmstadt,fast_food,5,Saturday,8,1,0,rainy,27.0,0,199,41,158,14.61,2907.19,54.35,19.82,1077.04,53.49,0.3705
2024-09-01,R0055,Darmstadt,fast_food,6,Sunday,9,1,0,sunny,12.2,0,138,40,98,12.2,1683.13,33.51,19.82,664.02,50.24,0.3945
2024-09-02,R0055,Darmstadt,fast_food,0,Monday,9,0,0,cloudy,22.1,0,89,41,48,14.08,1252.94,19.08,19.82,378.16,65.66,0.3018
2024-09-03,R0055,Darmstadt,fast_food,1,Tuesday,9,0,0,sunny,22.0,0,127,23,104,15.67,1989.49,26.67,19.82,528.65,74.58,0.2657
2024-09-04,R0055,Darmstadt,fast_food,2,Wednesday,9,0,0,rainy,19.8,1,130,18,112,12.77,1659.87,27.16,19.82,538.3,61.11,0.3243
2024-09-05,R0055,Darmstadt,fast_food,3,Thursday,9,0,0,rainy,16.8,1,122,17,105,15.69,1914.75,33.26,19.82,659.26,57.56,0.3443
2024-09-06,R0055,Darmstadt,fast_food,4,Friday,9,0,0,rainy,10.1,0,148,32,116,13.63,2017.2,31.97,19.82,633.57,63.1,0.3141
2024-09-07,R0055,Darmstadt,fast_food,5,Saturday,9,1,0,rainy,17.7,0,175,8,167,14.81,2591.42,39.67,19.82,786.28,65.32,0.3034
2024-09-08,R0055,Darmstadt,fast_food,6,Sunday,9,1,0,cloudy,17.6,0,152,40,112,14.75,2242.69,35.64,19.82,706.36,62.92,0.315
2024-09-09,R0055,Darmstadt,fast_food,0,Monday,9,0,0,rainy,17.2,1,145,37,108,15.5,2247.77,34.74,19.82,688.54,64.7,0.3063
2024-09-10,R0055,Darmstadt,fast_food,1,Tuesday,9,0,0,cloudy,9.9,0,126,31,95,13.84,1743.55,26.94,19.82,533.88,64.72,0.3062
2024-09-11,R0055,Darmstadt,fast_food,2,Wednesday,9,0,0,sunny,19.7,0,149,21,128,12.3,1832.53,24.19,19.82,479.41,75.76,0.2616
2024-09-12,R0055,Darmstadt,fast_food,3,Thursday,9,0,0,sunny,17.5,0,160,30,130,15.36,2457.11,41.34,19.82,819.32,59.43,0.3334
2024-09-13,R0055,Darmstadt,fast_food,4,Friday,9,0,0,cloudy,16.0,0,152,44,108,14.5,2204.61,37.34,19.82,739.94,59.05,0.3356
2024-09-14,R0055,Darmstadt,fast_food,5,Saturday,9,1,0,rainy,13.3,0,154,32,122,15.05,2317.72,35.2,19.82,697.61,65.84,0.301
2024-09-15,R0055,Darmstadt,fast_food,6,Sunday,9,1,0,rainy,10.9,0,135,13,122,14.27,1926.29,35.8,19.82,709.59,53.8,0.3684
2024-09-16,R0055,Darmstadt,fast_food,0,Monday,9,0,0,cloudy,9.5,0,99,24,75,13.17,1303.86,18.6,19.82,368.69,70.09,0.2828
2024-09-17,R0055,Darmstadt,fast_food,1,Tuesday,9,0,0,sunny,17.4,0,133,37,96,13.11,1743.63,29.1,19.82,576.76,59.91,0.3308
2024-09-18,R0055,Darmstadt,fast_food,2,Wednesday,9,0,0,rainy,12.2,0,126,31,95,15.11,1903.51,25.37,19.82,502.79,75.03,0.2641
2024-09-19,R0055,Darmstadt,fast_food,3,Thursday,9,0,0,cloudy,12.5,0,116,22,94,14.04,1628.91,31.52,19.82,624.66,51.68,0.3835
2024-09-20,R0055,Darmstadt,fast_food,4,Friday,9,0,0,cloudy,16.4,0,132,6,126,13.38,1766.12,29.15,19.82,577.73,60.59,0.3271
2024-09-21,R0055,Darmstadt,fast_food,5,Saturday,9,1,0,sunny,19.4,1,196,35,161,14.94,2928.48,53.01,19.82,1050.5,55.25,0.3587
2024-09-22,R0055,Darmstadt,fast_food,6,Sunday,9,1,0,sunny,16.1,1,194,50,144,13.46,2610.88,45.82,19.82,908.01,56.99,0.3478
2024-09-23,R0055,Darmstadt,fast_food,0,Monday,9,0,0,rainy,9.4,0,119,23,96,15.37,1829.02,26.68,19.82,528.8,68.55,0.2891
2024-09-24,R0055,Darmstadt,fast_food,1,Tuesday,9,0,0,cloudy,12.2,0,114,27,87,14.92,1701.03,25.84,19.82,512.04,65.84,0.301
2024-09-25,R0055,Darmstadt,fast_food,2,Wednesday,9,0,0,rainy,4.8,0,114,49,65,15.71,1791.07,35.77,19.82,708.94,50.07,0.3958
2024-09-26,R0055,Darmstadt,fast_food,3,Thursday,9,0,0,cloudy,12.1,0,130,22,108,13.78,1791.65,30.21,19.82,598.76,59.3,0.3342
2024-09-27,R0055,Darmstadt,fast_food,4,Friday,9,0,0,sunny,14.0,0,147,33,114,10.7,1572.56,27.27,19.82,540.36,57.68,0.3436
2024-09-28,R0055,Darmstadt,fast_food,5,Saturday,9,1,0,sunny,16.6,0,141,22,119,14.8,2086.31,32.2,19.82,638.23,64.78,0.3059
2024-09-29,R0055,Darmstadt,fast_food,6,Sunday,9,1,0,cloudy,15.0,0,159,54,105,14.96,2378.47,40.76,19.82,807.74,58.36,0.3396
2024-09-30,R0055,Darmstadt,fast_food,0,Monday,9,0,0,rainy,8.6,0,132,9,123,13.15,1735.44,29.9,19.82,592.53,58.05,0.3414
2024-10-01,R0055,Darmstadt,fast_food,1,Tuesday,10,0,0,cloudy,5.9,0,110,31,79,12.19,1340.48,21.42,19.82,424.54,62.58,0.3167
2024-10-02,R0055,Darmstadt,fast_food,2,Wednesday,10,0,0,rainy,14.3,0,117,15,102,14.98,1752.45,31.6,19.82,626.21,55.46,0.3573
2024-10-03,R0055,Darmstadt,fast_food,3,Thursday,10,0,1,sunny,11.7,0,121,35,86,15.29,1849.86,30.74,19.82,609.14,60.19,0.3293
2024-10-04,R0055,Darmstadt,fast_food,4,Friday,10,0,0,rainy,7.6,0,160,49,111,13.27,2122.49,38.52,19.82,763.47,55.1,0.3597
2024-10-05,R0055,Darmstadt,fast_food,5,Saturday,10,1,0,rainy,18.6,0,151,39,112,16.14,2437.11,34.16,19.82,677.01,71.34,0.2778
2024-10-06,R0055,Darmstadt,fast_food,6,Sunday,10,1,0,cloudy,18.2,1,205,13,192,14.1,2889.79,48.83,19.82,967.75,59.18,0.3349
